23.7,26.1,13.5,5.3,3.1,1.5,23.9,89,95,14,0,8.4,4.5,26.6,23.2,45000,24.8
23.4,32.8,7.5,11.5,6.4,1.8,22.7,48,80.3,14,7.5,6.5,4,29.9,22.9,45000,26.9
23.2,31.3,0,10.2,6.5,3.4,21.8,58,76.6,13.9,8.1,5.5,3,30.4,22.5,45000,26.4
22.5,32.1,0,8.9,5.8,2.9,21.6,52,74.3,13.9,9,4.8,3.5,31,20.8,45000,26.9
24.3,35.6,0,7.3,4.4,2.5,23.5,50,72.8,13.9,12,3.1,3.1,33.1,22.6,45000,29.3
25.2,36.5,0,9.6,5.6,2.8,24.1,45,72.5,13.9,12,3,1.9,34.5,23.6,45000,30.1
25.8,37,0,7.9,4.6,2.4,22.9,37,65.9,13.8,11.4,3.4,2.4,36.9,24.9,45000,30.9
26.3,35.5,0,10.1,5.3,2.3,22.3,39,62.1,13.8,11.7,2.5,1.9,36.3,24.1,45000,30.9
24.8,34.5,0,6.7,4.2,1.9,20.8,37,60.5,13.8,6.6,5.8,3.5,33.7,21.8,45000,29.9
24.5,29.7,6,7.6,4.2,2.2,23.9,69,83.6,13.7,0.2,9.9,7.1,30.2,24.2,45000,27
23.6,26.2,24.5,6.5,3.9,1.8,24,93,96.1,13.7,1.1,8.4,6.1,27,23,45000,24.7
22.8,32.3,1,10.5,6.5,2,22,52,80.1,13.7,8.4,4.6,4.4,29.3,21.7,50000,26
21.3,30.2,0,8.4,5.3,2.4,20.3,56,76.9,13.6,7.3,4.1,2.5,28.4,20.3,50000,24.9
20.5,26.7,0,8.1,5.2,2.3,20.1,67,81.4,13.6,0.1,9.3,5.6,25.3,18.6,50000,23.6
21.3,24.2,65,7.9,4.9,2.6,21.4,85,95,13.6,0,10,7.9,23.8,21.3,50000,22.4
21.6,25.2,5.5,5.2,3.4,1.6,22.6,88,95,13.5,0,10,8.3,25.4,22.2,47500,23.5
22.8,30.4,10,7.9,5,2.2,22.8,69,87.3,13.5,4.3,8.1,7.8,28.7,22.8,45000,25.2
22,30.3,17.5,8.1,5.3,2.8,21.9,62,83,13.5,3.6,7.5,7,27.3,21.9,40000,25.1
21.8,31.1,9,5.1,3.2,1.4,22,53,82.3,13.4,5.6,7.4,3.1,29.3,20.5,40000,25.5
22.8,30.2,16.5,9.5,5.4,1.9,22.6,60,87.6,13.4,3.9,8.5,4.9,29.2,22.1,40000,25.1
